legacy_file,symbol,kind,line,current_responsibility,target_owner,action,target_module,notes
signal_trace.py,_contiguous_blocked_runs,function,391,strategy trace construction and Workbench projection,strategy_engine/research_service seam,split/replace,diagnostics/signal_trace_projector.py,Strategy evidence comes from Strategy Engine; Research projects DTO.
signal_trace.py,_contiguous_true_runs,function,408,strategy trace construction and Workbench projection,strategy_engine/research_service seam,split/replace,diagnostics/signal_trace_projector.py,Strategy evidence comes from Strategy Engine; Research projects DTO.
signal_trace.py,_span_id,function,414,strategy trace construction and Workbench projection,strategy_engine/research_service seam,split/replace,diagnostics/signal_trace_projector.py,Strategy evidence comes from Strategy Engine; Research projects DTO.
signal_trace.py,_span_id_for_source_index,function,418,strategy trace construction and Workbench projection,strategy_engine/research_service seam,split/replace,diagnostics/signal_trace_projector.py,Strategy evidence comes from Strategy Engine; Research projects DTO.
signal_trace.py,_event_label,function,434,strategy trace construction and Workbench projection,strategy_engine/research_service seam,split/replace,diagnostics/signal_trace_projector.py,Strategy evidence comes from Strategy Engine; Research projects DTO.
signal_trace.py,_event_tooltip,function,452,strategy trace construction and Workbench projection,strategy_engine/research_service seam,split/replace,diagnostics/signal_trace_projector.py,Strategy evidence comes from Strategy Engine; Research projects DTO.
signal_trace.py,_raw_rsi_threshold_series,function,478,strategy trace construction and Workbench projection,strategy_engine/research_service seam,split/replace,diagnostics/signal_trace_projector.py,Strategy evidence comes from Strategy Engine; Research projects DTO.
signal_trace.py,_sides_for_spec,function,503,strategy trace construction and Workbench projection,strategy_engine/research_service seam,split/replace,diagnostics/signal_trace_projector.py,Strategy evidence comes from Strategy Engine; Research projects DTO.
signal_trace.py,_collect_rsi_exit_rules,function,512,strategy trace construction and Workbench projection,strategy_engine/research_service seam,split/replace,diagnostics/signal_trace_projector.py,Strategy evidence comes from Strategy Engine; Research projects DTO.
signal_trace.py,_anchor_stack_period_meta,function,533,strategy trace construction and Workbench projection,strategy_engine/research_service seam,split/replace,diagnostics/signal_trace_projector.py,Strategy evidence comes from Strategy Engine; Research projects DTO.
signal_trace.py,_setup_params_meta_for_rule,function,542,strategy trace construction and Workbench projection,strategy_engine/research_service seam,split/replace,diagnostics/signal_trace_projector.py,Strategy evidence comes from Strategy Engine; Research projects DTO.
signal_trace.py,_setup_params_meta,function,577,strategy trace construction and Workbench projection,strategy_engine/research_service seam,split/replace,diagnostics/signal_trace_projector.py,Strategy evidence comes from Strategy Engine; Research projects DTO.
signal_trace.py,_rsi_blocker_threshold,function,581,strategy trace construction and Workbench projection,strategy_engine/research_service seam,split/replace,diagnostics/signal_trace_projector.py,Strategy evidence comes from Strategy Engine; Research projects DTO.
signal_trace.py,_trace_bool_at,function,589,strategy trace construction and Workbench projection,strategy_engine/research_service seam,split/replace,diagnostics/signal_trace_projector.py,Strategy evidence comes from Strategy Engine; Research projects DTO.
signal_trace.py,_trace_int_at,function,596,strategy trace construction and Workbench projection,strategy_engine/research_service seam,split/replace,diagnostics/signal_trace_projector.py,Strategy evidence comes from Strategy Engine; Research projects DTO.
signal_trace.py,_ema_bounce_metadata,function,603,strategy trace construction and Workbench projection,strategy_engine/research_service seam,split/replace,diagnostics/signal_trace_projector.py,Strategy evidence comes from Strategy Engine; Research projects DTO.
signal_trace.py,_append_ema_bounce_counter_events,function,635,strategy trace construction and Workbench projection,strategy_engine/research_service seam,split/replace,diagnostics/signal_trace_projector.py,Strategy evidence comes from Strategy Engine; Research projects DTO.
signal_trace.py,_format_width_tooltip,function,781,strategy trace construction and Workbench projection,strategy_engine/research_service seam,split/replace,diagnostics/signal_trace_projector.py,Strategy evidence comes from Strategy Engine; Research projects DTO.
signal_trace.py,_width_trace_float,function,785,strategy trace construction and Workbench projection,strategy_engine/research_service seam,split/replace,diagnostics/signal_trace_projector.py,Strategy evidence comes from Strategy Engine; Research projects DTO.
signal_trace.py,_anchor_stack_width_span_start_tooltip,function,792,strategy trace construction and Workbench projection,strategy_engine/research_service seam,split/replace,diagnostics/signal_trace_projector.py,Strategy evidence comes from Strategy Engine; Research projects DTO.
signal_trace.py,_anchor_stack_width_span_end_tooltip,function,814,strategy trace construction and Workbench projection,strategy_engine/research_service seam,split/replace,diagnostics/signal_trace_projector.py,Strategy evidence comes from Strategy Engine; Research projects DTO.
signal_trace.py,_append_anchor_stack_width_setup_events,function,829,strategy trace construction and Workbench projection,strategy_engine/research_service seam,split/replace,diagnostics/signal_trace_projector.py,Strategy evidence comes from Strategy Engine; Research projects DTO.
signal_trace.py,build_component_events,function,925,strategy trace construction and Workbench projection,strategy_engine/research_service seam,split/replace,diagnostics/signal_trace_projector.py,Strategy evidence comes from Strategy Engine; Research projects DTO.
signal_trace.py,build_signal_trace_from_spec,function,1138,strategy trace construction and Workbench projection,strategy_engine/research_service seam,split/replace,diagnostics/signal_trace_projector.py,Strategy evidence comes from Strategy Engine; Research projects DTO.
signal_trace.py,_slice_indexed_list,function,1262,strategy trace construction and Workbench projection,strategy_engine/research_service seam,split/replace,diagnostics/signal_trace_projector.py,Strategy evidence comes from Strategy Engine; Research projects DTO.
signal_trace.py,slice_signal_trace,function,1275,strategy trace construction and Workbench projection,strategy_engine/research_service seam,split/replace,diagnostics/signal_trace_projector.py,Strategy evidence comes from Strategy Engine; Research projects DTO.
signals.py,PortfolioSignals,class,44,strategy entry/blocker signal calculation,strategy_engine,do_not_port,n/a,Already authoritative in Strategy Engine.
signals.py,_SideSignalOutputs,class,51,strategy entry/blocker signal calculation,strategy_engine,do_not_port,n/a,Already authoritative in Strategy Engine.
signals.py,compose_final_signals,function,56,strategy entry/blocker signal calculation,strategy_engine,do_not_port,n/a,Already authoritative in Strategy Engine.
signals.py,compose_blocker_signals,function,70,strategy entry/blocker signal calculation,strategy_engine,do_not_port,n/a,Already authoritative in Strategy Engine.
signals.py,_false_series,function,81,strategy entry/blocker signal calculation,strategy_engine,do_not_port,n/a,Already authoritative in Strategy Engine.
signals.py,_apply_blocker_context_gate,function,85,strategy entry/blocker signal calculation,strategy_engine,do_not_port,n/a,Already authoritative in Strategy Engine.
signals.py,_rsi_column,function,112,strategy entry/blocker signal calculation,strategy_engine,do_not_port,n/a,Already authoritative in Strategy Engine.
signals.py,_evaluate_blocker,function,118,strategy entry/blocker signal calculation,strategy_engine,do_not_port,n/a,Already authoritative in Strategy Engine.
signals.py,_blocker_counter_entry,function,154,strategy entry/blocker signal calculation,strategy_engine,do_not_port,n/a,Already authoritative in Strategy Engine.
signals.py,_build_side_signals,function,183,strategy entry/blocker signal calculation,strategy_engine,do_not_port,n/a,Already authoritative in Strategy Engine.
signals.py,build_signals_from_spec,function,272,strategy entry/blocker signal calculation,strategy_engine,do_not_port,n/a,Already authoritative in Strategy Engine.
trade_analyzer.py,TradeQualityConfig,class,36,post-trade path and quality diagnostics,research_service,port/refactor,diagnostics/trade_quality.py,Operate on MarketFrame and TradeRecord.
trade_analyzer.py,trade_quality_config_payload,function,54,post-trade path and quality diagnostics,research_service,port/refactor,diagnostics/trade_quality.py,Operate on MarketFrame and TradeRecord.
trade_analyzer.py,path_diagnostics_config_payload,function,58,post-trade path and quality diagnostics,research_service,port/refactor,diagnostics/trade_quality.py,Operate on MarketFrame and TradeRecord.
trade_analyzer.py,TradePathCore,class,70,post-trade path and quality diagnostics,research_service,port/refactor,diagnostics/trade_quality.py,Operate on MarketFrame and TradeRecord.
trade_analyzer.py,_finite_float,function,87,post-trade path and quality diagnostics,research_service,port/refactor,diagnostics/trade_quality.py,Operate on MarketFrame and TradeRecord.
trade_analyzer.py,_ratio_or_none,function,99,post-trade path and quality diagnostics,research_service,port/refactor,diagnostics/trade_quality.py,Operate on MarketFrame and TradeRecord.
trade_analyzer.py,_bar_time_ms,function,105,post-trade path and quality diagnostics,research_service,port/refactor,diagnostics/trade_quality.py,Operate on MarketFrame and TradeRecord.
trade_analyzer.py,_resolve_reference_profile,function,133,post-trade path and quality diagnostics,research_service,port/refactor,diagnostics/trade_quality.py,Operate on MarketFrame and TradeRecord.
trade_analyzer.py,_entry_atr,function,147,post-trade path and quality diagnostics,research_service,port/refactor,diagnostics/trade_quality.py,Operate on MarketFrame and TradeRecord.
trade_analyzer.py,_is_stop_loss_exit,function,159,post-trade path and quality diagnostics,research_service,port/refactor,diagnostics/trade_quality.py,Operate on MarketFrame and TradeRecord.
trade_analyzer.py,_bad_context_for_direction,function,170,post-trade path and quality diagnostics,research_service,port/refactor,diagnostics/trade_quality.py,Operate on MarketFrame and TradeRecord.
trade_analyzer.py,_high_mfe,function,178,post-trade path and quality diagnostics,research_service,port/refactor,diagnostics/trade_quality.py,Operate on MarketFrame and TradeRecord.
trade_analyzer.py,_low_mfe,function,186,post-trade path and quality diagnostics,research_service,port/refactor,diagnostics/trade_quality.py,Operate on MarketFrame and TradeRecord.
trade_analyzer.py,_large_giveback,function,194,post-trade path and quality diagnostics,research_service,port/refactor,diagnostics/trade_quality.py,Operate on MarketFrame and TradeRecord.
trade_analyzer.py,classify_quality_flags,function,199,post-trade path and quality diagnostics,research_service,port/refactor,diagnostics/trade_quality.py,Operate on MarketFrame and TradeRecord.
trade_analyzer.py,_compute_trade_path_core,function,235,post-trade path and quality diagnostics,research_service,port/refactor,diagnostics/trade_quality.py,Operate on MarketFrame and TradeRecord.
trade_analyzer.py,_flat_fields_from_core,function,312,post-trade path and quality diagnostics,research_service,port/refactor,diagnostics/trade_quality.py,Operate on MarketFrame and TradeRecord.
trade_analyzer.py,_build_nested_path_diagnostics,function,339,post-trade path and quality diagnostics,research_service,port/refactor,diagnostics/trade_quality.py,Operate on MarketFrame and TradeRecord.
trade_analyzer.py,_tp_touched,function,367,post-trade path and quality diagnostics,research_service,port/refactor,diagnostics/trade_quality.py,Operate on MarketFrame and TradeRecord.
trade_analyzer.py,_sl_touched,function,380,post-trade path and quality diagnostics,research_service,port/refactor,diagnostics/trade_quality.py,Operate on MarketFrame and TradeRecord.
trade_analyzer.py,_compute_reference_levels,function,393,post-trade path and quality diagnostics,research_service,port/refactor,diagnostics/trade_quality.py,Operate on MarketFrame and TradeRecord.
trade_analyzer.py,compute_trade_quality_metrics,function,487,post-trade path and quality diagnostics,research_service,port/refactor,diagnostics/trade_quality.py,Operate on MarketFrame and TradeRecord.
trade_analyzer.py,build_trade_quality_diagnostics,function,512,post-trade path and quality diagnostics,research_service,port/refactor,diagnostics/trade_quality.py,Operate on MarketFrame and TradeRecord.
trade_analyzer.py,_avg_non_null,function,558,post-trade path and quality diagnostics,research_service,port/refactor,diagnostics/trade_quality.py,Operate on MarketFrame and TradeRecord.
trade_analyzer.py,_median,function,566,post-trade path and quality diagnostics,research_service,port/refactor,diagnostics/trade_quality.py,Operate on MarketFrame and TradeRecord.
trade_analyzer.py,_percentile,function,577,post-trade path and quality diagnostics,research_service,port/refactor,diagnostics/trade_quality.py,Operate on MarketFrame and TradeRecord.
trade_analyzer.py,_finite_values,function,592,post-trade path and quality diagnostics,research_service,port/refactor,diagnostics/trade_quality.py,Operate on MarketFrame and TradeRecord.
trade_analyzer.py,_path_summary_bucket,function,601,post-trade path and quality diagnostics,research_service,port/refactor,diagnostics/trade_quality.py,Operate on MarketFrame and TradeRecord.
trade_analyzer.py,_closed_with_path_diagnostics,function,676,post-trade path and quality diagnostics,research_service,port/refactor,diagnostics/trade_quality.py,Operate on MarketFrame and TradeRecord.
trade_analyzer.py,build_path_diagnostics_summary,function,684,post-trade path and quality diagnostics,research_service,port/refactor,diagnostics/trade_quality.py,Operate on MarketFrame and TradeRecord.
trade_analyzer.py,_quality_bucket,function,720,post-trade path and quality diagnostics,research_service,port/refactor,diagnostics/trade_quality.py,Operate on MarketFrame and TradeRecord.
trade_analyzer.py,build_quality_flag_breakdown,function,736,post-trade path and quality diagnostics,research_service,port/refactor,diagnostics/trade_quality.py,Operate on MarketFrame and TradeRecord.
trade_analyzer.py,build_exit_component_quality_breakdown,function,746,post-trade path and quality diagnostics,research_service,port/refactor,diagnostics/trade_quality.py,Operate on MarketFrame and TradeRecord.
trade_runtime.py,TradeRuntimeState,class,69,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,TradeManagementEvent,class,92,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,TradeRuntimeResult,class,111,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,ActiveManagementSnapshot,class,117,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,ExitCandidate,class,128,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,ManagedExitContext,class,144,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,ManagedTradeRuntimeState,class,161,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,ManagedTradeRuntimeResult,class,168,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,empty_active_management_snapshot,function,173,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,is_managed_exit_mode,function,177,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,has_behavior_changing_management_rules,function,181,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,_index_to_time_ms,function,197,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,_phase_rank,function,204,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,_finite_float,function,208,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,_initial_state,function,218,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,update_trade_runtime_state,function,254,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,_resolve_eval_context,function,281,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,evaluate_phase_rules,function,293,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,_build_managed_exit_context,function,347,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,_recompute_active_management_snapshot,function,373,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,_exit_executed_event,function,399,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,run_managed_exit_runtime,function,426,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,managed_trade_management_block_for_trade,function,536,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,apply_managed_trade_management_diagnostics,function,583,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,build_trade_runtime_diagnostics,function,602,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,_event_payload,function,667,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,trade_management_events_payload,function,687,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,_events_by_trade_id,function,694,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,_exit_layer,function,703,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,_capture_fields,function,713,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,trade_management_block_for_trade,function,726,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,apply_trade_management_diagnostics,function,772,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,_finite_values,function,791,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,_avg,function,806,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,_median,function,810,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,_percentile,function,820,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,_profit_factor,function,831,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,_exit_reason_mix,function,840,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,_exit_layer_mix,function,848,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,_phase_bucket,function,858,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,_reached_phase,function,882,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,_summary_for_records,function,892,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
trade_runtime.py,build_trade_management_summary,function,906,managed-policy state mixed with diagnostics and summaries,strategy_engine/research_service seam,split/replace,diagnostics/trade_management.py,Do not port phase/policy evaluator; retain projections/summaries only.
